"rent","bedroom","livingroom","bathroom","area","room","floor_grp","subway","region","heating"
3990,3,1,1,13,"次卧","低楼层","是","朝阳","集中供暖"
1880,2,1,1,10,"次卧","中楼层","是","丰台","集中供暖"
2930,3,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
1880,4,1,1,13,"次卧","中楼层","是","通州","集中供暖"
3130,2,1,1,11,"次卧","低楼层","是","朝阳","集中供暖"
3060,5,1,1,12,"次卧","中楼层","否","海淀","集中供暖"
2030,3,1,1,12,"主卧","高楼层","否","大兴","集中供暖"
2000,2,1,1,10,"次卧","低楼层","否","通州","集中供暖"
1790,4,1,1,17,"主卧","中楼层","否","昌平","集中供暖"
2690,3,1,1,14,"次卧","中楼层","否","昌平","集中供暖"
1560,4,1,1,7,"次卧","高楼层","否","丰台","集中供暖"
2190,2,1,1,14,"主卧","低楼层","是","通州","集中供暖"
3190,3,1,1,14,"主卧","低楼层","否","海淀","集中供暖"
3330,2,1,1,11,"次卧","低楼层","是","东城","集中供暖"
2490,3,1,1,14,"主卧","高楼层","是","朝阳","自采暖"
2800,4,1,1,18,"主卧","中楼层","是","大兴","集中供暖"
1540,3,1,1,7,"次卧","低楼层","是","顺义","集中供暖"
3080,3,1,1,11,"主卧","低楼层","是","朝阳","自采暖"
3790,3,1,1,22,"主卧","高楼层","是","昌平","自采暖"
4490,2,1,1,13,"主卧","高楼层","是","海淀","集中供暖"
2300,2,1,1,21,"主卧","低楼层","是","房山","自采暖"
1760,2,1,1,9,"次卧","低楼层","是","房山","自采暖"
2490,3,1,1,13,"次卧","中楼层","是","顺义","集中供暖"
2490,3,1,1,12,"次卧","中楼层","是","顺义","集中供暖"
3530,3,1,1,22,"主卧","中楼层","是","顺义","集中供暖"
2890,2,1,1,12,"次卧","低楼层","是","昌平","集中供暖"
2790,3,1,1,10,"次卧","中楼层","是","昌平","自采暖"
2900,3,1,2,10,"次卧","中楼层","是","朝阳","自采暖"
3390,3,1,2,16,"次卧","中楼层","是","朝阳","自采暖"
2060,4,1,2,10,"主卧","高楼层","是","大兴","集中供暖"
1890,4,1,2,8,"次卧","高楼层","是","大兴","集中供暖"
1730,4,1,2,6,"次卧","高楼层","是","大兴","集中供暖"
1730,4,1,2,6,"次卧","高楼层","是","大兴","集中供暖"
2890,2,1,1,11,"次卧","中楼层","是","通州","集中供暖"
3330,2,1,1,16,"主卧","中楼层","是","丰台","集中供暖"
2860,2,2,2,14,"主卧","低楼层","是","顺义","集中供暖"
2760,2,2,2,12,"次卧","低楼层","是","顺义","集中供暖"
1790,2,1,1,7,"次卧","高楼层","是","大兴","集中供暖"
2560,2,1,1,18,"主卧","高楼层","是","大兴","集中供暖"
3630,2,1,1,27,"主卧","低楼层","是","石景山","集中供暖"
2960,2,1,1,10,"次卧","低楼层","是","石景山","集中供暖"
2430,2,1,1,7,"次卧","高楼层","是","石景山","集中供暖"
3160,2,1,1,18,"主卧","高楼层","是","石景山","集中供暖"
3130,2,1,1,15,"主卧","中楼层","是","通州","集中供暖"
2830,2,1,1,11,"次卧","中楼层","是","通州","集中供暖"
2690,2,1,1,19,"主卧","中楼层","是","通州","集中供暖"
2260,3,1,1,16,"主卧","中楼层","是","丰台","自采暖"
1990,3,1,1,12,"次卧","中楼层","是","丰台","自采暖"
2130,3,1,1,14,"次卧","中楼层","是","丰台","自采暖"
2260,3,1,1,16,"主卧","低楼层","是","丰台","自采暖"
2030,3,1,1,12,"次卧","低楼层","是","丰台","自采暖"
2900,3,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
3060,3,1,1,12,"次卧","高楼层","是","朝阳","集中供暖"
3060,3,1,1,12,"主卧","高楼层","是","朝阳","集中供暖"
2130,2,1,1,11,"次卧","高楼层","否","通州","集中供暖"
2930,3,1,1,15,"主卧","低楼层","是","丰台","集中供暖"
2660,2,1,1,14,"主卧","高楼层","是","通州","集中供暖"
2290,2,1,1,14,"主卧","高楼层","否","通州","集中供暖"
2090,2,1,1,11,"次卧","高楼层","否","通州","集中供暖"
3090,2,1,1,9,"次卧","低楼层","是","海淀","集中供暖"
3790,3,1,1,20,"主卧","中楼层","是","昌平","自采暖"
2690,3,1,1,12,"次卧","中楼层","是","昌平","自采暖"
2600,3,1,1,11,"次卧","中楼层","是","昌平","自采暖"
3060,3,1,1,17,"主卧","低楼层","是","东城","集中供暖"
2590,3,1,1,9,"次卧","低楼层","否","海淀","自采暖"
1730,3,1,1,9,"主卧","中楼层","是","大兴","集中供暖"
4330,5,1,1,23,"主卧","高楼层","是","朝阳","集中供暖"
2460,3,1,1,9,"次卧","高楼层","是","朝阳","集中供暖"
2990,4,1,1,11,"主卧","高楼层","是","通州","集中供暖"
2590,3,1,1,12,"次卧","低楼层","是","朝阳","集中供暖"
3630,2,1,1,18,"主卧","中楼层","是","东城","集中供暖"
1250,5,1,1,12,"次卧","低楼层","是","房山","自采暖"
2560,2,1,1,13,"主卧","低楼层","是","朝阳","自采暖"
2720,3,1,1,14,"主卧","低楼层","是","朝阳","自采暖"
2720,3,1,1,9,"次卧","中楼层","是","丰台","集中供暖"
2260,2,1,1,7,"次卧","高楼层","是","朝阳","集中供暖"
2300,2,1,1,14,"主卧","低楼层","是","通州","集中供暖"
2360,3,1,1,9,"次卧","低楼层","是","朝阳","自采暖"
3530,4,1,1,17,"主卧","低楼层","是","丰台","集中供暖"
2660,4,1,1,11,"次卧","高楼层","否","海淀","集中供暖"
1930,5,1,1,11,"次卧","中楼层","是","通州","集中供暖"
1880,4,1,1,10,"次卧","低楼层","否","昌平","集中供暖"
2190,3,1,1,15,"主卧","高楼层","是","丰台","集中供暖"
1990,2,1,1,9,"主卧","中楼层","否","通州","集中供暖"
2990,3,1,1,15,"次卧","低楼层","否","朝阳","自采暖"
3730,5,1,1,12,"次卧","高楼层","是","朝阳","集中供暖"
3660,4,1,1,21,"主卧","高楼层","否","石景山","集中供暖"
2810,3,1,1,9,"次卧","高楼层","是","朝阳","集中供暖"
2030,4,1,1,11,"次卧","低楼层","是","大兴","集中供暖"
1890,3,1,1,12,"主卧","低楼层","是","大兴","集中供暖"
3360,3,1,1,13,"主卧","高楼层","是","昌平","集中供暖"
4130,3,1,1,18,"主卧","低楼层","是","昌平","集中供暖"
2410,4,1,1,12,"次卧","高楼层","是","朝阳","集中供暖"
2890,3,1,1,17,"主卧","低楼层","是","昌平","自采暖"
1780,3,1,1,8,"次卧","中楼层","是","顺义","集中供暖"
2460,3,1,1,11,"次卧","中楼层","否","昌平","集中供暖"
3300,3,1,1,7,"次卧","低楼层","是","朝阳","集中供暖"
3590,2,1,1,19,"主卧","中楼层","是","朝阳","集中供暖"
1750,4,1,1,11,"次卧","高楼层","是","通州","自采暖"
2660,3,1,1,11,"次卧","中楼层","是","朝阳","自采暖"
2590,3,1,1,8,"次卧","高楼层","是","朝阳","自采暖"
3030,3,1,1,12,"次卧","低楼层","是","朝阳","集中供暖"
1660,4,1,1,13,"主卧","低楼层","否","顺义","集中供暖"
1960,3,1,1,11,"主卧","高楼层","否","通州","集中供暖"
2050,4,1,1,15,"主卧","中楼层","是","通州","集中供暖"
1730,4,1,1,9,"次卧","中楼层","是","通州","集中供暖"
1600,3,1,1,7,"次卧","高楼层","否","通州","集中供暖"
1930,4,1,1,10,"次卧","低楼层","是","大兴","自采暖"
3360,3,1,1,18,"主卧","低楼层","是","西城","集中供暖"
4590,4,1,1,22,"主卧","高楼层","是","通州","集中供暖"
2460,3,1,1,10,"次卧","高楼层","是","通州","集中供暖"
2060,2,1,1,18,"次卧","低楼层","是","昌平","集中供暖"
1930,4,1,1,9,"次卧","低楼层","是","通州","集中供暖"
2990,4,1,1,14,"主卧","中楼层","是","丰台","集中供暖"
3590,3,1,1,17,"主卧","中楼层","是","丰台","集中供暖"
3360,3,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
2930,3,1,1,9,"次卧","中楼层","是","朝阳","自采暖"
1530,2,1,1,11,"主卧","低楼层","是","房山","自采暖"
4660,2,1,1,19,"主卧","中楼层","是","海淀","集中供暖"
1600,4,1,1,8,"次卧","中楼层","否","丰台","集中供暖"
1790,3,1,1,9,"主卧","低楼层","是","通州","集中供暖"
1660,4,1,1,9,"次卧","中楼层","否","通州","集中供暖"
1990,3,1,1,11,"次卧","中楼层","是","通州","集中供暖"
2960,4,1,1,11,"次卧","中楼层","是","丰台","集中供暖"
1900,5,2,1,25,"次卧","高楼层","否","顺义","集中供暖"
3230,3,1,1,10,"次卧","高楼层","是","海淀","集中供暖"
2560,2,1,1,15,"次卧","中楼层","是","通州","集中供暖"
3890,3,1,1,30,"主卧","低楼层","否","石景山","集中供暖"
2460,3,1,1,12,"次卧","高楼层","是","通州","集中供暖"
3890,3,1,1,27,"主卧","高楼层","是","通州","集中供暖"
3530,2,1,1,10,"主卧","高楼层","是","海淀","集中供暖"
4590,2,1,1,13,"次卧","低楼层","是","海淀","集中供暖"
4290,2,1,1,12,"次卧","高楼层","是","西城","集中供暖"
4660,2,1,1,18,"主卧","高楼层","是","西城","集中供暖"
2790,2,1,1,14,"主卧","低楼层","是","通州","集中供暖"
2090,3,1,1,14,"主卧","高楼层","是","大兴","集中供暖"
1990,3,1,1,12,"次卧","高楼层","是","大兴","集中供暖"
2690,2,1,1,8,"次卧","中楼层","是","石景山","集中供暖"
3030,2,1,1,12,"主卧","中楼层","是","石景山","集中供暖"
3460,2,1,1,17,"主卧","高楼层","否","海淀","集中供暖"
2730,2,1,1,9,"次卧","高楼层","否","海淀","集中供暖"
3290,2,1,1,10,"次卧","中楼层","是","丰台","集中供暖"
3860,2,1,1,19,"主卧","中楼层","是","丰台","集中供暖"
2830,2,1,1,12,"主卧","低楼层","是","石景山","集中供暖"
2630,2,1,1,10,"次卧","低楼层","是","石景山","集中供暖"
1590,3,1,1,14,"主卧","中楼层","是","房山","集中供暖"
1460,3,1,1,11,"次卧","中楼层","是","房山","集中供暖"
1430,3,1,1,10,"次卧","中楼层","是","房山","集中供暖"
2190,3,1,1,11,"次卧","低楼层","是","大兴","集中供暖"
2690,2,1,1,14,"次卧","中楼层","是","通州","集中供暖"
2690,2,1,1,14,"主卧","中楼层","是","通州","集中供暖"
2330,2,1,1,12,"次卧","低楼层","否","通州","集中供暖"
2300,2,1,1,14,"次卧","高楼层","否","通州","自采暖"
2430,2,1,1,15,"主卧","高楼层","否","通州","自采暖"
2630,3,1,1,9,"次卧","高楼层","是","海淀","集中供暖"
2730,3,1,1,10,"主卧","高楼层","是","海淀","集中供暖"
2330,3,1,1,6,"次卧","高楼层","是","海淀","集中供暖"
2800,3,1,1,20,"主卧","中楼层","否","昌平","集中供暖"
2590,3,1,1,16,"次卧","中楼层","否","昌平","集中供暖"
1630,3,1,1,9,"次卧","高楼层","否","通州","集中供暖"
2330,2,1,1,11,"次卧","高楼层","是","通州","集中供暖"
3200,2,1,1,21,"主卧","低楼层","否","大兴","集中供暖"
2330,2,1,1,14,"主卧","中楼层","是","通州","集中供暖"
1960,2,1,1,9,"次卧","中楼层","是","通州","集中供暖"
1860,2,1,1,9,"主卧","高楼层","是","通州","集中供暖"
1830,2,1,1,8,"次卧","高楼层","是","通州","集中供暖"
2190,2,1,1,10,"次卧","中楼层","是","通州","集中供暖"
2630,2,1,1,19,"主卧","中楼层","是","通州","集中供暖"
2690,2,1,1,12,"次卧","中楼层","是","通州","集中供暖"
2030,2,1,1,12,"次卧","低楼层","是","大兴","集中供暖"
3200,2,1,1,14,"主卧","高楼层","是","通州","集中供暖"
2890,2,1,1,11,"次卧","高楼层","是","通州","集中供暖"
3490,3,1,1,24,"主卧","低楼层","是","昌平","集中供暖"
2330,3,1,1,11,"次卧","低楼层","是","昌平","集中供暖"
2260,3,1,1,10,"次卧","低楼层","是","昌平","集中供暖"
4090,2,1,1,17,"主卧","中楼层","是","海淀","集中供暖"
2460,3,1,1,17,"次卧","高楼层","否","昌平","集中供暖"
2560,3,1,1,20,"主卧","高楼层","否","昌平","集中供暖"
3190,2,1,1,10,"次卧","中楼层","否","海淀","集中供暖"
2600,2,1,1,13,"次卧","高楼层","是","通州","集中供暖"
1930,3,1,1,10,"次卧","高楼层","是","通州","集中供暖"
2160,3,1,1,13,"主卧","高楼层","是","通州","集中供暖"
1960,3,1,1,10,"次卧","高楼层","是","通州","集中供暖"
2690,2,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
3630,2,1,1,15,"主卧","低楼层","是","朝阳","集中供暖"
3330,2,1,1,11,"次卧","低楼层","是","朝阳","集中供暖"
1930,3,1,1,10,"次卧","低楼层","是","丰台","自采暖"
1830,3,1,1,8,"次卧","低楼层","是","丰台","自采暖"
4130,5,1,1,20,"主卧","中楼层","是","朝阳","集中供暖"
1680,3,1,1,7,"次卧","高楼层","是","大兴","集中供暖"
2270,3,1,1,9,"主卧","高楼层","否","丰台","集中供暖"
1330,3,1,1,10,"主卧","中楼层","是","房山","自采暖"
2590,4,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
2220,3,1,1,15,"主卧","中楼层","是","通州","集中供暖"
2210,3,1,1,9,"主卧","高楼层","否","丰台","集中供暖"
2960,3,1,1,11,"主卧","中楼层","是","海淀","自采暖"
2730,2,1,1,11,"主卧","低楼层","是","通州","集中供暖"
2260,5,1,2,12,"次卧","高楼层","是","丰台","集中供暖"
2760,3,1,1,11,"次卧","中楼层","是","丰台","自采暖"
1590,3,1,1,9,"主卧","低楼层","是","房山","集中供暖"
2330,4,1,1,10,"次卧","低楼层","是","昌平","自采暖"
2630,3,1,1,12,"主卧","中楼层","是","昌平","集中供暖"
2790,3,1,1,13,"主卧","中楼层","是","东城","集中供暖"
2190,3,1,1,17,"主卧","中楼层","是","石景山","集中供暖"
1850,3,1,1,13,"次卧","中楼层","否","顺义","集中供暖"
2070,5,2,1,12,"次卧","低楼层","否","大兴","集中供暖"
2560,3,1,1,13,"次卧","中楼层","是","昌平","集中供暖"
2460,2,1,1,9,"主卧","中楼层","是","顺义","集中供暖"
2130,3,1,1,12,"主卧","中楼层","否","昌平","集中供暖"
1820,4,1,1,8,"次卧","高楼层","否","昌平","集中供暖"
1760,3,1,1,11,"次卧","高楼层","否","昌平","集中供暖"
1790,4,1,1,10,"次卧","中楼层","否","昌平","集中供暖"
2830,2,1,1,12,"主卧","低楼层","是","朝阳","自采暖"
2890,4,1,1,12,"次卧","低楼层","是","朝阳","集中供暖"
3210,4,1,1,13,"主卧","低楼层","是","石景山","集中供暖"
3460,2,1,1,18,"主卧","中楼层","是","石景山","集中供暖"
4260,4,1,1,23,"主卧","中楼层","是","东城","集中供暖"
1960,4,1,1,14,"主卧","高楼层","否","顺义","集中供暖"
2660,3,1,1,7,"次卧","中楼层","是","朝阳","集中供暖"
2130,3,1,1,11,"次卧","高楼层","是","昌平","集中供暖"
1550,3,1,1,11,"主卧","低楼层","是","房山","集中供暖"
2430,3,1,1,12,"主卧","高楼层","是","朝阳","自采暖"
1600,4,1,1,11,"次卧","中楼层","是","大兴","集中供暖"
2290,4,1,1,13,"次卧","高楼层","是","朝阳","自采暖"
2730,2,1,1,11,"次卧","中楼层","是","丰台","集中供暖"
4200,3,1,1,19,"次卧","中楼层","是","西城","集中供暖"
2660,2,1,1,18,"主卧","低楼层","是","大兴","集中供暖"
1690,3,1,1,9,"次卧","中楼层","是","大兴","集中供暖"
3160,3,1,1,7,"次卧","高楼层","是","朝阳","集中供暖"
4560,4,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
2040,3,1,1,6,"次卧","高楼层","是","朝阳","集中供暖"
1730,3,1,1,11,"主卧","低楼层","否","顺义","集中供暖"
2970,3,1,1,12,"次卧","中楼层","是","丰台","集中供暖"
3890,3,1,1,18,"主卧","高楼层","是","朝阳","集中供暖"
3090,4,1,1,14,"主卧","低楼层","是","朝阳","集中供暖"
2190,3,1,1,9,"次卧","中楼层","是","石景山","集中供暖"
2090,2,1,1,8,"主卧","中楼层","否","大兴","集中供暖"
1670,2,1,1,9,"主卧","高楼层","是","房山","自采暖"
2560,3,1,1,8,"次卧","高楼层","是","昌平","集中供暖"
2100,4,1,1,9,"次卧","中楼层","是","顺义","集中供暖"
2220,4,1,1,11,"次卧","中楼层","是","丰台","集中供暖"
2760,4,1,1,8,"次卧","低楼层","是","海淀","集中供暖"
1790,3,1,1,16,"主卧","中楼层","是","昌平","集中供暖"
1630,3,1,1,13,"次卧","高楼层","是","昌平","集中供暖"
1760,3,1,1,16,"次卧","高楼层","是","昌平","集中供暖"
2200,3,1,1,18,"主卧","高楼层","是","昌平","集中供暖"
2160,3,1,1,17,"次卧","中楼层","是","昌平","自采暖"
2830,3,1,1,28,"主卧","中楼层","是","昌平","自采暖"
1860,3,1,1,11,"次卧","中楼层","是","昌平","自采暖"
3730,3,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
4330,3,1,1,14,"次卧","中楼层","是","朝阳","集中供暖"
5260,3,1,1,20,"主卧","中楼层","是","朝阳","集中供暖"
2760,2,1,1,12,"次卧","低楼层","是","石景山","集中供暖"
3160,2,1,1,22,"主卧","低楼层","是","石景山","集中供暖"
2160,2,1,1,12,"次卧","中楼层","是","通州","集中供暖"
2730,2,1,1,24,"主卧","中楼层","是","通州","集中供暖"
2460,2,1,1,8,"次卧","中楼层","是","石景山","集中供暖"
3230,2,1,1,17,"主卧","中楼层","是","丰台","集中供暖"
2660,2,1,1,9,"次卧","中楼层","是","丰台","集中供暖"
3030,2,1,1,18,"主卧","高楼层","是","石景山","集中供暖"
2760,2,1,1,8,"次卧","高楼层","是","海淀","集中供暖"
3530,2,1,1,19,"主卧","高楼层","是","海淀","集中供暖"
1890,3,1,1,6,"次卧","中楼层","是","石景山","集中供暖"
2700,3,1,1,18,"主卧","中楼层","是","石景山","集中供暖"
2790,3,1,1,12,"次卧","中楼层","是","丰台","集中供暖"
3830,3,1,1,20,"主卧","中楼层","是","丰台","集中供暖"
3230,2,1,1,20,"主卧","中楼层","是","昌平","集中供暖"
2460,2,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
2400,2,1,1,13,"次卧","低楼层","是","石景山","集中供暖"
2760,2,1,1,17,"主卧","低楼层","是","石景山","集中供暖"
1960,3,1,1,11,"次卧","低楼层","是","大兴","集中供暖"
1990,3,1,1,12,"次卧","低楼层","是","大兴","集中供暖"
4900,2,1,1,24,"主卧","低楼层","是","海淀","集中供暖"
4160,2,1,1,10,"次卧","低楼层","是","海淀","集中供暖"
3860,2,1,1,13,"次卧","低楼层","是","海淀","自采暖"
4030,2,1,1,16,"主卧","低楼层","是","海淀","自采暖"
2060,5,2,2,14,"次卧","低楼层","是","顺义","集中供暖"
2790,5,2,2,20,"主卧","低楼层","是","顺义","集中供暖"
2190,5,2,2,16,"次卧","低楼层","是","顺义","集中供暖"
3290,3,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
3590,3,1,1,13,"主卧","中楼层","是","朝阳","集中供暖"
2930,2,1,1,17,"主卧","高楼层","是","通州","集中供暖"
2930,2,1,1,12,"次卧","中楼层","是","朝阳","自采暖"
1830,3,1,1,8,"次卧","高楼层","是","通州","自采暖"
2960,3,1,1,19,"主卧","高楼层","是","通州","自采暖"
3160,2,1,1,16,"主卧","高楼层","否","石景山","集中供暖"
2090,2,1,1,9,"主卧","高楼层","是","大兴","集中供暖"
2990,3,1,1,9,"次卧","中楼层","是","海淀","集中供暖"
3700,3,1,1,17,"主卧","中楼层","是","海淀","集中供暖"
4190,2,1,1,21,"主卧","高楼层","是","海淀","集中供暖"
3490,2,1,1,10,"次卧","高楼层","是","海淀","集中供暖"
2360,3,1,2,16,"主卧","中楼层","否","通州","自采暖"
1830,3,1,2,8,"次卧","中楼层","否","通州","自采暖"
2090,3,1,2,12,"次卧","中楼层","否","通州","自采暖"
1960,3,1,1,13,"主卧","低楼层","是","房山","自采暖"
1660,3,1,1,8,"次卧","低楼层","是","房山","自采暖"
1530,3,1,1,6,"次卧","低楼层","是","房山","自采暖"
2730,2,1,1,9,"次卧","中楼层","是","丰台","集中供暖"
3030,2,1,1,13,"主卧","中楼层","是","丰台","集中供暖"
2430,2,1,1,13,"主卧","高楼层","是","房山","自采暖"
3360,2,1,1,14,"次卧","中楼层","否","海淀","集中供暖"
2260,3,1,1,10,"次卧","低楼层","是","昌平","集中供暖"
2330,3,1,1,11,"次卧","低楼层","是","昌平","集中供暖"
3490,3,1,1,24,"主卧","低楼层","是","昌平","集中供暖"
2560,2,1,1,16,"主卧","低楼层","是","通州","集中供暖"
3260,2,1,1,12,"主卧","高楼层","是","朝阳","集中供暖"
3290,2,1,1,12,"次卧","高楼层","是","朝阳","集中供暖"
2160,3,1,1,12,"主卧","中楼层","是","大兴","集中供暖"
1860,3,1,1,8,"次卧","中楼层","是","大兴","集中供暖"
1860,3,1,1,8,"次卧","中楼层","是","大兴","集中供暖"
2200,3,1,1,10,"次卧","中楼层","是","大兴","集中供暖"
4860,3,1,1,21,"主卧","低楼层","是","朝阳","集中供暖"
2260,2,1,1,10,"主卧","低楼层","是","通州","集中供暖"
2290,2,1,1,9,"次卧","低楼层","是","通州","集中供暖"
2900,2,1,1,11,"次卧","低楼层","是","通州","集中供暖"
2360,3,1,1,14,"次卧","中楼层","是","通州","集中供暖"
2360,3,1,1,16,"主卧","中楼层","是","通州","集中供暖"
2130,3,1,1,10,"次卧","中楼层","是","通州","集中供暖"
2690,4,1,1,19,"次卧","中楼层","是","昌平","集中供暖"
3290,3,1,1,22,"主卧","中楼层","否","昌平","集中供暖"
2330,3,1,1,13,"次卧","中楼层","否","昌平","集中供暖"
2030,3,1,1,8,"次卧","中楼层","否","昌平","集中供暖"
2590,3,1,1,11,"次卧","高楼层","是","昌平","自采暖"
2830,3,1,1,17,"主卧","高楼层","是","昌平","自采暖"
2330,2,1,1,14,"次卧","中楼层","是","大兴","集中供暖"
2330,2,1,1,15,"主卧","中楼层","是","大兴","集中供暖"
2360,3,1,1,18,"主卧","高楼层","是","通州","集中供暖"
2560,3,1,1,13,"主卧","低楼层","是","朝阳","自采暖"
3860,2,1,1,18,"主卧","高楼层","是","朝阳","集中供暖"
2390,2,1,1,6,"次卧","中楼层","是","朝阳","集中供暖"
3160,2,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
1990,3,1,1,12,"次卧","低楼层","是","丰台","自采暖"
2230,3,1,1,16,"主卧","低楼层","是","丰台","自采暖"
2130,3,1,1,14,"次卧","中楼层","是","丰台","自采暖"
2000,3,1,1,12,"次卧","中楼层","是","丰台","自采暖"
2260,3,1,1,16,"主卧","中楼层","是","丰台","自采暖"
2490,4,1,1,10,"次卧","中楼层","是","丰台","集中供暖"
2560,4,1,1,11,"次卧","中楼层","是","丰台","集中供暖"
2790,4,1,1,16,"主卧","中楼层","是","丰台","集中供暖"
3290,3,1,1,12,"次卧","低楼层","是","昌平","自采暖"
3030,3,1,1,10,"次卧","低楼层","是","昌平","自采暖"
2660,3,1,1,14,"次卧","低楼层","是","昌平","集中供暖"
2730,3,1,1,17,"次卧","低楼层","是","昌平","集中供暖"
4660,3,1,1,22,"主卧","低楼层","是","海淀","集中供暖"
3260,3,1,1,12,"次卧","低楼层","是","海淀","集中供暖"
3160,3,1,1,10,"次卧","低楼层","是","海淀","集中供暖"
1760,3,1,1,8,"次卧","中楼层","是","顺义","集中供暖"
2700,4,1,1,18,"主卧","高楼层","是","顺义","集中供暖"
1590,4,1,1,6,"次卧","高楼层","是","顺义","集中供暖"
1960,4,1,1,11,"次卧","高楼层","是","顺义","集中供暖"
2560,3,1,1,13,"次卧","高楼层","是","通州","集中供暖"
3690,2,1,1,17,"主卧","高楼层","是","东城","集中供暖"
2100,2,1,1,14,"主卧","高楼层","是","房山","自采暖"
2030,2,1,1,12,"次卧","高楼层","是","房山","自采暖"
2360,2,1,1,12,"次卧","中楼层","是","通州","集中供暖"
2700,2,1,1,20,"主卧","中楼层","是","通州","集中供暖"
2060,2,1,1,14,"主卧","高楼层","是","大兴","集中供暖"
3760,3,1,1,18,"主卧","中楼层","是","朝阳","集中供暖"
2330,3,1,1,6,"次卧","低楼层","是","朝阳","自采暖"
2660,3,1,1,10,"主卧","低楼层","是","朝阳","自采暖"
2590,3,1,1,9,"次卧","低楼层","是","朝阳","自采暖"
2490,2,1,1,14,"主卧","高楼层","是","大兴","集中供暖"
2300,2,1,1,11,"次卧","高楼层","是","大兴","集中供暖"
3560,2,1,1,14,"主卧","低楼层","是","西城","集中供暖"
2990,2,1,1,8,"次卧","低楼层","是","西城","集中供暖"
5060,2,1,1,13,"次卧","中楼层","是","海淀","集中供暖"
2090,2,1,1,11,"次卧","低楼层","是","房山","自采暖"
2430,2,1,1,16,"主卧","低楼层","是","房山","自采暖"
1660,3,1,1,8,"次卧","高楼层","是","大兴","集中供暖"
1790,3,1,1,15,"主卧","中楼层","是","房山","集中供暖"
1560,3,1,1,10,"次卧","中楼层","是","房山","集中供暖"
2490,2,1,1,14,"主卧","低楼层","是","大兴","集中供暖"
2200,2,1,1,11,"次卧","低楼层","是","大兴","集中供暖"
2160,2,1,1,14,"主卧","低楼层","是","房山","自采暖"
2090,2,1,1,12,"次卧","低楼层","是","房山","自采暖"
2330,3,1,1,14,"主卧","中楼层","是","通州","集中供暖"
1990,3,1,1,9,"次卧","中楼层","是","通州","集中供暖"
2160,3,1,1,12,"次卧","中楼层","是","通州","集中供暖"
2630,2,1,1,8,"次卧","中楼层","是","大兴","集中供暖"
2130,2,1,1,11,"次卧","中楼层","是","房山","自采暖"
2460,2,1,1,16,"主卧","中楼层","是","房山","自采暖"
1930,2,1,1,12,"次卧","低楼层","是","房山","自采暖"
2830,3,1,1,9,"次卧","高楼层","是","海淀","自采暖"
2190,2,1,1,10,"次卧","高楼层","是","通州","自采暖"
1960,3,1,1,11,"次卧","高楼层","是","丰台","集中供暖"
1730,3,1,1,8,"次卧","高楼层","是","丰台","集中供暖"
3130,2,1,1,10,"次卧","高楼层","是","海淀","集中供暖"
3790,2,1,1,18,"主卧","高楼层","是","海淀","集中供暖"
2960,2,1,1,14,"主卧","低楼层","是","通州","集中供暖"
2830,2,1,1,12,"次卧","低楼层","是","通州","集中供暖"
2130,2,1,1,11,"次卧","中楼层","否","通州","集中供暖"
2430,2,1,1,17,"主卧","中楼层","否","通州","集中供暖"
2790,3,1,1,9,"次卧","高楼层","是","丰台","集中供暖"
2730,3,1,1,8,"次卧","高楼层","是","丰台","集中供暖"
4560,3,1,1,23,"主卧","高楼层","是","丰台","集中供暖"
2400,2,1,1,17,"主卧","中楼层","是","大兴","集中供暖"
1760,2,1,1,7,"次卧","中楼层","是","大兴","集中供暖"
3830,2,1,1,19,"主卧","低楼层","是","朝阳","集中供暖"
3160,2,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
2830,2,1,1,14,"次卧","高楼层","是","昌平","集中供暖"
2630,2,1,1,11,"次卧","低楼层","是","顺义","自采暖"
2690,2,1,1,12,"主卧","低楼层","是","顺义","自采暖"
2590,3,1,1,11,"次卧","高楼层","否","丰台","集中供暖"
1700,4,1,1,9,"主卧","低楼层","是","大兴","集中供暖"
1830,3,1,1,9,"次卧","高楼层","是","顺义","集中供暖"
1400,3,1,1,8,"次卧","中楼层","是","房山","集中供暖"
2060,3,1,1,11,"次卧","高楼层","是","通州","集中供暖"
2630,3,1,1,11,"次卧","低楼层","是","顺义","集中供暖"
2630,2,1,1,10,"主卧","高楼层","是","朝阳","自采暖"
2490,4,1,1,11,"主卧","中楼层","是","朝阳","自采暖"
3160,2,1,1,10,"次卧","高楼层","是","西城","集中供暖"
1690,4,1,1,7,"次卧","高楼层","是","通州","自采暖"
4290,5,1,1,27,"主卧","低楼层","是","海淀","集中供暖"
3490,4,1,1,16,"主卧","高楼层","是","海淀","集中供暖"
